age,gender,education,marital_status,employment_status,years_employed,annual_income,credit_score,existing_debt,debt_to_income,num_credit_cards,num_dependents,has_property,approved
64,Female,PhD,Single,Employed,9.4,93329.49,663,7803.49,0.084,0,0,0,1
21,Male,Bachelors,Single,Self-Employed,2.1,68718.61,563,2731.23,0.04,5,1,0,0
50,Female,Masters,Married,Employed,8.3,61174.14,645,15217.5,0.249,0,0,1,1
41,Male,Bachelors,Married,Employed,8.3,68614.8,550,18506.86,0.27,4,1,0,0
40,Male,Bachelors,Single,Self-Employed,2.1,50180.87,630,13499.45,0.269,1,2,0,0
26,Female,High School,Married,Employed,10.6,41064.45,584,7596.45,0.185,4,0,1,0
42,Male,High School,Single,Employed,12.8,75392.58,708,6151.83,0.082,5,0,0,1
38,Female,High School,Married,Employed,16.1,43137.34,820,850.57,0.02,2,0,1,1
28,Female,Bachelors,Single,Employed,4.7,57785.5,638,3259.3,0.056,2,0,0,1
59,Male,Bachelors,Single,Retired,7.0,47635.24,591,5309.9,0.111,1,1,0,0
52,Male,Masters,Divorced,Self-Employed,7.3,101845.81,684,54.33,0.001,1,4,1,1
53,Female,Bachelors,Divorced,Employed,9.3,64139.55,791,5990.43,0.093,4,1,0,1
36,Female,Masters,Married,Employed,14.7,68835.18,705,6310.36,0.092,3,2,1,1
32,Female,High School,Single,Unemployed,0.0,41582.51,633,15646.34,0.376,1,1,1,0
58,Male,High School,Married,Employed,8.6,66254.71,472,0.0,0.0,3,1,0,0
54,Female,Bachelors,Divorced,Employed,0.5,87893.23,664,9034.49,0.103,4,0,1,1
34,Male,Bachelors,Single,Employed,16.2,64286.75,727,0.0,0.0,1,1,0,1
56,Female,Bachelors,Single,Unemployed,0.0,54503.5,738,0.0,0.0,1,1,1,0
53,Female,Masters,Married,Employed,0.0,95807.83,790,5034.45,0.053,2,1,1,1
43,Male,High School,Married,Employed,0.0,53637.26,591,8113.22,0.151,2,0,1,0
65,Male,Bachelors,Single,Employed,7.6,91388.83,634,15633.34,0.171,1,1,0,0
22,Male,Masters,Divorced,Employed,0.0,93027.68,660,6384.52,0.069,1,2,0,0
61,Male,High School,Married,Employed,6.3,87657.31,732,4769.04,0.054,1,1,0,0
41,Female,Masters,Single,Employed,0.0,98354.21,650,3788.28,0.039,4,0,1,1
22,Male,PhD,Single,Employed,7.5,56465.81,700,4894.93,0.087,2,2,1,1
47,Male,High School,Divorced,Employed,8.8,42032.56,611,0.0,0.0,1,2,0,1
29,Male,High School,Married,Employed,6.9,17643.1,570,3084.29,0.175,3,0,0,0
21,Female,Bachelors,Single,Unemployed,0.0,32223.59,740,12809.36,0.398,0,0,0,0
31,Female,Masters,Married,Unemployed,0.0,52572.76,679,0.0,0.0,1,3,1,0
23,Male,Bachelors,Married,Employed,4.0,82374.52,733,5509.26,0.067,1,1,1,1
43,Male,Bachelors,Married,Employed,5.1,56206.88,634,6267.77,0.112,4,1,0,0
46,Female,Masters,Single,Employed,3.5,107884.17,751,12298.33,0.114,2,0,0,1
24,Female,High School,Single,Self-Employed,4.7,36629.38,547,8700.11,0.238,0,0,0,0
38,Male,Masters,Single,Self-Employed,15.4,74230.44,580,10530.54,0.142,0,2,0,0
26,Male,Bachelors,Divorced,Employed,6.0,40205.8,729,3524.3,0.088,1,3,1,1
55,Male,Bachelors,Divorced,Self-Employed,0.0,93890.96,665,0.0,0.0,1,0,1,1
42,Male,Masters,Married,Self-Employed,1.2,111566.73,658,4819.89,0.043,2,1,1,1
63,Female,Bachelors,Married,Retired,4.6,42357.5,563,7143.95,0.169,2,0,0,0
35,Female,High School,Single,Employed,2.0,20386.68,707,14947.65,0.733,4,1,1,0
42,Male,Bachelors,Married,Employed,10.7,60836.26,823,0.0,0.0,0,2,0,0
57,Female,Bachelors,Married,Employed,0.0,69643.1,714,20532.79,0.295,0,2,1,1
62,Male,High School,Married,Unemployed,0.0,17302.75,593,9035.07,0.522,2,1,0,0
32,Female,PhD,Single,Self-Employed,11.1,142017.04,820,3432.93,0.024,2,0,1,1
67,Female,High School,Married,Employed,2.8,86506.83,700,3121.54,0.036,1,0,1,1
69,Male,Bachelors,Divorced,Employed,8.2,30023.58,601,7041.89,0.235,1,2,1,0
62,Male,Bachelors,Single,Employed,5.8,41923.93,760,7593.97,0.181,1,0,1,1
58,Female,High School,Married,Employed,5.8,59174.46,638,8079.37,0.137,5,2,1,0
38,Male,Masters,Married,Employed,8.6,58562.43,524,11825.45,0.202,7,1,1,0
65,Male,Masters,Single,Employed,0.0,83658.1,638,4032.87,0.048,3,0,0,0
55,Male,Bachelors,Married,Employed,12.0,65214.09,705,8638.04,0.132,2,1,1,1
50,Female,High School,Single,Self-Employed,0.0,49208.64,585,5990.08,0.122,1,0,1,0
44,Male,High School,Married,Employed,11.7,70376.0,491,17880.31,0.254,3,0,1,0
62,Female,Bachelors,Married,Employed,8.2,101148.39,807,0.0,0.0,1,0,0,1
50,Male,High School,Married,Employed,8.4,57921.55,850,20870.96,0.36,2,2,0,1
34,Female,Bachelors,Married,Unemployed,0.0,20758.41,592,2698.39,0.13,4,0,1,0
26,Female,PhD,Married,Employed,11.9,97877.71,617,1486.97,0.015,2,2,1,1
23,Female,Bachelors,Divorced,Retired,10.1,33316.98,520,6222.98,0.187,1,1,1,0
36,Male,Masters,Divorced,Employed,4.5,119845.47,611,9296.46,0.078,1,0,0,1
27,Female,Bachelors,Single,Retired,4.2,58863.23,516,5820.41,0.099,2,0,0,0
34,Female,Bachelors,Married,Unemployed,0.0,53050.39,534,11584.92,0.218,3,1,0,0
29,Male,Masters,Single,Employed,8.3,92992.12,671,5303.18,0.057,0,3,1,1
35,Male,Bachelors,Single,Retired,7.5,44232.73,505,4138.06,0.094,3,2,0,0
41,Male,Masters,Married,Employed,5.7,105041.1,545,2452.58,0.023,1,1,1,1
55,Male,High School,Single,Employed,4.0,38582.22,662,15562.81,0.403,0,0,1,0
22,Female,High School,Single,Employed,0.0,69200.75,604,10306.29,0.149,2,0,1,0
47,Male,Masters,Married,Employed,9.2,111840.05,713,1058.39,0.009,2,1,0,1
22,Male,Bachelors,Married,Self-Employed,5.1,48721.03,618,5286.03,0.108,0,0,0,0
55,Female,Masters,Divorced,Self-Employed,4.8,86753.14,651,56.91,0.001,3,2,1,0
38,Male,Masters,Married,Employed,0.0,88331.08,739,24354.54,0.276,0,2,0,0
34,Male,High School,Divorced,Employed,6.5,28509.7,589,9098.63,0.319,3,1,1,0
40,Male,Bachelors,Married,Employed,0.0,37620.37,707,0.0,0.0,2,0,1,1
38,Female,Bachelors,Single,Self-Employed,3.8,46680.04,610,0.0,0.0,0,1,0,0
30,Female,Bachelors,Married,Employed,10.0,63958.5,583,497.48,0.008,2,3,1,0
45,Female,Masters,Married,Retired,6.3,68377.34,562,9755.89,0.143,2,0,1,1
22,Male,High School,Single,Employed,5.5,42607.58,497,0.0,0.0,4,0,0,0
45,Female,Bachelors,Single,Employed,2.4,103612.84,565,0.0,0.0,3,1,1,1
53,Male,Bachelors,Married,Unemployed,0.0,65523.52,498,6492.16,0.099,1,2,1,0
56,Male,High School,Married,Employed,13.9,59053.58,565,7502.52,0.127,1,0,1,1
51,Male,Masters,Married,Employed,9.9,71391.05,734,4675.01,0.065,3,0,1,1
34,Female,Bachelors,Divorced,Employed,3.7,66396.63,657,5508.48,0.083,2,1,1,0
21,Male,Masters,Single,Employed,5.5,102031.09,641,0.0,0.0,3,0,1,1
66,Male,Bachelors,Married,Retired,7.2,63400.28,594,10676.85,0.168,0,1,0,0
36,Male,High School,Divorced,Employed,8.2,68183.97,651,0.0,0.0,3,0,1,1
66,Male,Bachelors,Single,Employed,5.9,58926.68,657,7012.86,0.119,2,0,0,0
23,Female,High School,Single,Employed,0.0,39542.12,544,18682.96,0.472,5,2,0,0
55,Male,PhD,Single,Employed,5.8,66452.5,699,5803.67,0.087,1,0,1,1
61,Female,High School,Single,Self-Employed,5.5,60570.9,625,0.0,0.0,2,2,1,0
26,Male,Masters,Married,Retired,16.3,29629.52,666,7300.02,0.246,3,3,0,0
45,Female,Bachelors,Married,Unemployed,0.0,44689.79,644,6150.78,0.138,3,0,0,0
33,Female,Bachelors,Married,Employed,9.2,56594.74,525,9106.8,0.161,7,1,1,0
54,Male,High School,Single,Employed,2.6,54449.3,769,9009.78,0.165,0,1,0,0
28,Male,Bachelors,Married,Employed,9.4,88311.07,668,13773.34,0.156,4,1,0,0
41,Female,Bachelors,Married,Self-Employed,0.0,92073.01,637,4987.79,0.054,3,2,0,0
54,Female,High School,Married,Employed,3.3,64047.71,709,2985.34,0.047,4,0,1,1
24,Male,Masters,Single,Employed,0.0,64714.93,553,3137.09,0.048,2,0,1,1
45,Male,Bachelors,Single,Retired,8.8,44553.32,505,4059.94,0.091,1,1,0,0
35,Female,Bachelors,Married,Employed,0.0,47524.72,698,9719.31,0.205,2,0,1,0
24,Female,Bachelors,Single,Employed,4.6,51915.76,754,0.0,0.0,1,0,1,0
65,Male,High School,Married,Employed,5.8,59648.36,680,2328.46,0.039,0,1,1,0
32,Male,Masters,Single,Employed,5.9,60515.81,727,8301.84,0.137,2,0,0,0
52,Male,Bachelors,Single,Employed,3.6,55911.87,539,15229.07,0.272,2,2,1,0
52,Female,High School,Single,Employed,7.7,28604.29,606,2693.22,0.094,2,1,0,0
48,Male,Bachelors,Married,Employed,0.0,78165.94,604,10095.35,0.129,5,1,1,1
33,Female,Bachelors,Married,Employed,14.7,57789.02,746,6749.26,0.117,4,1,0,0
51,Male,Bachelors,Single,Self-Employed,0.8,20673.02,679,11021.53,0.533,2,2,0,0
34,Male,Bachelors,Single,Employed,6.2,97672.82,766,8356.72,0.086,0,0,1,1
40,Female,High School,Married,Self-Employed,9.1,70267.54,604,8162.3,0.116,4,3,1,0
38,Female,High School,Single,Employed,9.4,9693.9,528,23315.32,2.405,2,0,0,0
49,Female,Masters,Single,Employed,9.9,94696.63,791,25578.7,0.27,3,2,1,1
26,Male,High School,Single,Retired,0.0,60453.94,657,6421.9,0.106,1,1,1,1
52,Female,Masters,Single,Employed,1.4,76270.8,758,2495.14,0.033,4,0,0,1
49,Female,High School,Married,Employed,6.7,52980.62,645,9452.26,0.178,4,0,0,0
63,Male,Masters,Divorced,Unemployed,0.0,53625.68,850,11623.98,0.217,3,0,1,0
22,Male,Bachelors,Single,Employed,12.3,75394.78,768,15924.2,0.211,2,1,1,0
43,Male,Bachelors,Single,Employed,3.4,85663.48,653,0.0,0.0,0,2,1,1
39,Male,High School,Single,Employed,1.5,26178.14,639,5536.14,0.211,4,2,1,0
51,Female,High School,Single,Self-Employed,3.3,35876.76,645,4951.95,0.138,2,1,1,0
25,Male,High School,Divorced,Unemployed,0.0,32032.94,538,3157.97,0.099,2,2,0,0
39,Female,High School,Single,Employed,13.5,56204.37,609,0.0,0.0,2,1,0,0
54,Male,Bachelors,Single,Employed,5.2,73149.13,611,6652.72,0.091,4,1,1,0
30,Female,Bachelors,Married,Employed,12.4,61149.6,676,12227.28,0.2,2,2,0,0
45,Male,Bachelors,Married,Employed,3.1,47358.81,575,532.63,0.011,3,1,1,1
22,Male,Masters,Married,Employed,10.8,99705.24,661,8526.63,0.086,2,2,0,1
31,Male,Bachelors,Divorced,Employed,0.0,40567.04,612,10518.95,0.259,2,1,1,0
51,Male,Bachelors,Single,Employed,7.8,55154.47,659,17860.6,0.324,5,3,0,0
35,Female,Bachelors,Single,Employed,11.1,65356.26,789,11811.07,0.181,1,2,1,1
29,Male,Bachelors,Single,Retired,4.4,54702.78,750,7487.87,0.137,3,2,1,0
43,Female,Bachelors,Married,Employed,9.1,59162.59,536,9868.66,0.167,1,0,1,0
39,Male,Masters,Married,Employed,3.2,95061.51,667,12576.45,0.132,2,1,0,1
29,Male,High School,Married,Employed,7.5,75015.77,635,8724.97,0.116,1,1,0,1
55,Male,High School,Single,Retired,3.6,17543.47,575,12720.46,0.725,2,0,0,0
41,Female,Bachelors,Married,Self-Employed,10.1,72831.43,850,6005.35,0.082,3,1,1,1
29,Female,High School,Married,Self-Employed,0.0,54923.41,605,15202.64,0.277,6,1,1,0
48,Male,Masters,Married,Employed,0.9,73179.96,620,4942.2,0.068,0,1,1,1
66,Male,Masters,Married,Unemployed,0.0,21875.59,793,3885.43,0.178,2,0,0,0
27,Male,High School,Single,Employed,0.0,57083.78,740,5191.16,0.091,1,1,1,1
36,Female,High School,Divorced,Employed,2.8,59281.29,614,2177.42,0.037,6,1,1,0
36,Female,Bachelors,Single,Employed,5.3,86745.63,736,12526.84,0.144,2,0,1,1
53,Male,Bachelors,Married,Unemployed,0.0,38299.21,622,0.0,0.0,2,1,0,0
24,Female,High School,Married,Self-Employed,3.6,36658.69,627,5399.45,0.147,1,0,1,1
24,Male,Bachelors,Divorced,Unemployed,0.0,26708.7,565,9946.48,0.372,4,2,0,0
59,Female,Bachelors,Single,Retired,12.1,8000.0,410,8072.62,1.009,0,0,0,0
60,Male,Bachelors,Married,Employed,11.3,56905.66,525,7748.36,0.136,3,1,0,1
37,Female,High School,Single,Employed,4.1,105329.95,578,7144.39,0.068,2,2,1,0
57,Male,Masters,Married,Employed,0.0,105418.82,715,8986.75,0.085,3,0,1,1
59,Female,High School,Single,Unemployed,0.0,10156.31,643,1984.09,0.195,2,1,0,0
49,Female,Masters,Married,Employed,6.9,69706.29,757,5123.51,0.074,4,1,1,1
56,Female,Bachelors,Divorced,Unemployed,0.0,34579.41,533,6454.98,0.187,1,1,1,0
58,Female,Bachelors,Divorced,Employed,0.0,92970.64,832,10734.99,0.115,0,3,0,1
59,Female,Masters,Single,Employed,4.6,124490.69,839,13657.89,0.11,3,0,1,1
57,Male,Masters,Single,Employed,9.8,81795.92,669,7207.56,0.088,2,0,0,1
55,Male,Bachelors,Single,Employed,10.6,70273.39,598,12405.85,0.177,0,1,0,0
27,Male,High School,Married,Unemployed,0.0,40407.85,588,8538.14,0.211,1,0,1,0
47,Female,Masters,Married,Employed,2.9,79682.9,682,7576.21,0.095,1,0,1,1
48,Male,Bachelors,Single,Employed,9.7,70639.68,829,12706.5,0.18,3,0,0,1
42,Female,High School,Single,Employed,0.3,50963.47,641,0.0,0.0,2,2,1,0
34,Female,Masters,Single,Employed,0.0,89559.4,527,10653.18,0.119,2,2,1,0
27,Male,High School,Married,Employed,5.6,9965.28,800,3886.06,0.39,1,2,1,0
57,Male,High School,Divorced,Employed,13.7,40410.39,609,14231.64,0.352,1,1,0,0
42,Male,High School,Single,Unemployed,0.0,8000.0,759,4052.74,0.507,2,3,1,0
25,Male,Bachelors,Married,Employed,0.0,78801.9,720,6137.08,0.078,1,1,0,0
22,Male,Bachelors,Divorced,Employed,3.8,49287.85,636,0.0,0.0,0,2,0,0
47,Male,Bachelors,Married,Employed,18.2,33702.1,728,10203.83,0.303,4,0,0,0
41,Female,Bachelors,Single,Employed,2.6,29232.22,573,5494.33,0.188,4,1,0,0
58,Female,Bachelors,Married,Employed,14.1,73987.53,635,4776.8,0.065,4,1,0,1
35,Male,Bachelors,Divorced,Employed,10.9,46424.87,600,8164.38,0.176,2,1,0,0
41,Male,High School,Single,Employed,12.0,47236.39,630,0.0,0.0,2,0,0,1
30,Male,Masters,Divorced,Self-Employed,3.8,111657.6,730,3840.74,0.034,1,1,1,1
43,Female,High School,Single,Employed,3.9,57503.65,702,6882.3,0.12,4,0,0,0
59,Female,PhD,Single,Self-Employed,1.4,84797.5,527,16788.22,0.198,2,0,1,0
25,Male,High School,Married,Retired,10.0,8000.0,580,9100.36,1.137,4,0,1,0
21,Male,Masters,Married,Employed,0.0,88699.43,636,10376.28,0.117,2,2,0,0
33,Female,High School,Single,Employed,5.2,47417.95,701,8371.74,0.177,1,4,0,0
41,Female,High School,Single,Employed,14.2,61571.71,529,28458.4,0.462,6,1,1,0
46,Male,Masters,Divorced,Employed,9.0,32327.57,704,13393.01,0.414,3,0,1,0
65,Female,Masters,Single,Unemployed,0.0,82749.08,564,0.0,0.0,4,1,0,0
41,Male,Bachelors,Single,Self-Employed,0.0,30743.85,662,9333.8,0.304,0,0,1,0
38,Male,Bachelors,Single,Employed,1.0,55316.79,752,14541.76,0.263,5,0,1,0
57,Female,Bachelors,Married,Employed,11.9,92799.7,560,0.0,0.0,2,1,0,1
65,Female,Masters,Divorced,Employed,6.6,35327.9,664,8629.63,0.244,1,0,1,1
52,Male,Bachelors,Single,Employed,0.8,63263.92,639,4771.68,0.075,5,1,1,1
56,Female,Bachelors,Single,Self-Employed,9.1,59504.74,566,2872.17,0.048,2,1,1,0
37,Male,Bachelors,Married,Employed,3.3,64424.79,546,16015.82,0.249,0,1,1,0
55,Female,Bachelors,Married,Employed,18.7,72124.01,597,4021.4,0.056,2,0,0,1
69,Male,Masters,Married,Self-Employed,9.0,80301.54,592,4076.51,0.051,0,4,1,1
31,Female,High School,Single,Employed,1.4,23199.92,618,2592.37,0.112,3,1,0,0
41,Female,High School,Single,Employed,10.4,51946.12,612,1470.43,0.028,1,1,1,1
46,Male,Bachelors,Single,Employed,14.1,64633.87,695,4721.14,0.073,0,0,0,0
24,Female,Bachelors,Single,Employed,6.0,63795.72,729,4424.26,0.069,2,1,0,0
54,Female,High School,Single,Self-Employed,2.2,91720.1,533,872.82,0.01,0,1,1,0
68,Female,Bachelors,Divorced,Unemployed,0.0,71748.53,638,7835.76,0.109,0,1,0,0
38,Male,Masters,Single,Employed,2.9,116543.14,597,0.0,0.0,2,0,1,1
60,Female,High School,Married,Retired,4.7,36881.89,545,8609.41,0.233,0,0,0,0
55,Female,Bachelors,Married,Employed,0.0,100706.78,534,13857.86,0.138,4,0,1,1
61,Male,Bachelors,Divorced,Self-Employed,10.4,47879.98,501,4815.51,0.101,2,0,0,0
49,Female,Bachelors,Single,Unemployed,0.0,37815.27,597,10124.55,0.268,3,0,1,0
49,Male,Masters,Single,Employed,9.0,68397.09,694,6484.81,0.095,4,0,1,1
58,Male,Bachelors,Single,Unemployed,0.0,35082.04,677,22111.57,0.63,4,0,1,0
62,Male,Bachelors,Married,Employed,7.1,65826.03,563,13839.37,0.21,4,1,0,0
41,Female,Bachelors,Single,Employed,3.6,69079.31,555,2801.4,0.041,1,2,0,0
62,Female,Bachelors,Divorced,Self-Employed,7.0,73619.82,683,15749.21,0.214,2,0,0,0
33,Male,Bachelors,Married,Unemployed,0.0,79893.1,626,22467.2,0.281,0,0,1,0
69,Female,Masters,Married,Unemployed,0.0,29507.37,719,6700.82,0.227,1,1,1,0
61,Male,Bachelors,Married,Self-Employed,0.0,40895.06,545,10920.86,0.267,3,1,1,0
37,Male,High School,Single,Employed,7.7,8000.0,461,14077.4,1.759,0,1,0,0
29,Male,High School,Single,Employed,8.0,33160.47,696,1283.4,0.039,1,1,0,0
61,Female,High School,Married,Retired,0.0,21116.65,465,0.0,0.0,3,2,1,0
21,Female,High School,Single,Employed,1.1,36031.55,512,8957.41,0.249,2,2,0,0
22,Female,Masters,Divorced,Self-Employed,4.3,57221.04,593,3066.5,0.054,1,1,0,0
68,Female,Bachelors,Married,Employed,0.0,66781.48,632,6690.7,0.1,1,1,0,0
49,Male,Bachelors,Married,Self-Employed,9.5,57266.27,707,14149.06,0.247,1,1,1,0
53,Male,Bachelors,Married,Employed,3.6,47305.3,557,11390.0,0.241,0,0,1,0
30,Male,Masters,Married,Retired,7.4,63021.12,775,11348.82,0.18,1,1,0,1
60,Male,Bachelors,Married,Employed,0.7,53536.08,515,7228.25,0.135,2,0,0,0
41,Male,Masters,Married,Retired,16.1,83130.56,633,4133.59,0.05,0,1,0,1
48,Female,Bachelors,Single,Employed,0.0,61727.45,730,3747.32,0.061,2,1,0,1
31,Male,Masters,Married,Employed,3.5,73000.71,740,18462.42,0.253,2,0,1,1
54,Female,Bachelors,Married,Self-Employed,12.0,70230.85,394,21536.79,0.307,1,1,0,0
28,Male,High School,Married,Self-Employed,0.3,9883.88,850,14472.93,1.464,2,1,1,0
42,Male,Bachelors,Single,Retired,6.5,69271.06,630,6314.92,0.091,4,0,1,0
28,Female,Bachelors,Single,Employed,9.1,80697.99,690,1322.96,0.016,0,1,1,1
69,Male,High School,Married,Employed,0.0,34138.63,612,24326.8,0.713,3,0,0,0
35,Female,Bachelors,Divorced,Employed,2.7,42386.87,838,10718.85,0.253,2,0,0,0
37,Female,Bachelors,Divorced,Employed,7.0,44800.09,763,10591.14,0.236,2,5,0,0
43,Male,High School,Married,Retired,8.3,8000.0,818,4413.98,0.552,4,2,0,0
44,Female,Masters,Divorced,Employed,1.9,46065.28,690,12128.92,0.263,3,0,1,0
65,Male,Bachelors,Single,Employed,15.2,36151.84,725,6753.3,0.187,2,0,1,0
39,Male,Masters,Single,Employed,8.4,27057.76,544,1667.22,0.062,5,1,0,0
25,Female,Bachelors,Single,Employed,9.9,57727.8,630,5968.5,0.103,1,2,0,0
52,Male,Bachelors,Married,Employed,9.6,62268.87,738,10417.95,0.167,0,0,0,0
64,Female,Bachelors,Single,Employed,0.0,90621.53,698,17199.9,0.19,1,0,0,0
21,Female,Bachelors,Single,Employed,5.4,84741.69,676,0.0,0.0,3,0,1,1
43,Female,PhD,Married,Employed,5.9,80320.11,595,567.15,0.007,0,1,0,0
57,Male,High School,Single,Retired,4.7,25046.89,742,5440.5,0.217,0,1,1,0
28,Male,Masters,Married,Employed,7.0,102061.84,779,2384.11,0.023,1,2,0,1
33,Female,Masters,Single,Employed,0.0,71029.95,754,8015.06,0.113,1,0,1,0
28,Male,Bachelors,Divorced,Retired,6.6,48411.76,675,5049.21,0.104,1,1,1,0
43,Male,Masters,Divorced,Self-Employed,4.5,67881.12,659,8748.04,0.129,0,0,0,0
63,Male,Bachelors,Divorced,Retired,0.0,45784.76,749,9004.86,0.197,1,1,0,0
21,Male,PhD,Married,Retired,8.1,76673.8,747,0.0,0.0,1,0,1,1
65,Male,Bachelors,Married,Employed,0.1,58021.57,573,6747.09,0.116,3,3,0,0
44,Female,High School,Single,Self-Employed,4.1,71318.2,689,3207.8,0.045,1,1,1,1
55,Female,Masters,Married,Employed,4.7,62713.85,715,14829.06,0.236,3,1,1,0
44,Male,Bachelors,Married,Employed,0.0,67306.8,598,3922.05,0.058,1,0,1,1
37,Male,Bachelors,Single,Unemployed,0.0,80670.0,746,5029.79,0.062,0,0,1,0
25,Male,Bachelors,Married,Employed,8.7,71225.97,725,2553.54,0.036,0,1,1,1
40,Female,High School,Married,Self-Employed,3.0,34069.57,604,7820.8,0.23,3,0,1,0
41,Male,Bachelors,Married,Self-Employed,4.0,71950.32,538,7087.13,0.098,1,0,0,0
60,Female,Masters,Single,Employed,6.4,128640.54,742,16890.85,0.131,3,0,1,1
51,Male,High School,Married,Unemployed,0.0,30784.54,817,7818.1,0.254,2,1,1,0
66,Female,High School,Divorced,Employed,4.0,65872.41,680,16072.19,0.244,3,3,1,1
56,Male,High School,Married,Employed,5.4,50103.65,707,17229.63,0.344,2,0,0,0
31,Female,Bachelors,Single,Unemployed,0.0,50509.02,545,5877.64,0.116,1,1,1,0
35,Male,Bachelors,Divorced,Employed,1.4,63434.9,652,6949.94,0.11,1,2,0,0
39,Female,Masters,Single,Self-Employed,9.9,59639.11,644,4557.26,0.076,4,1,0,0
27,Male,Masters,Single,Employed,6.0,87479.16,588,633.74,0.007,2,0,0,0
48,Female,Bachelors,Divorced,Employed,0.3,40539.71,684,22151.24,0.546,6,0,0,0
63,Female,High School,Married,Unemployed,0.0,23751.2,673,4588.89,0.193,3,2,1,0
25,Male,Masters,Married,Employed,10.3,118233.98,657,2589.75,0.022,4,1,1,1
25,Female,Masters,Single,Employed,9.9,78560.69,663,1635.09,0.021,2,4,0,1
50,Female,Bachelors,Single,Employed,3.4,46535.17,833,4247.72,0.091,5,0,0,1
52,Male,Bachelors,Single,Unemployed,0.0,49817.71,594,6178.33,0.124,2,1,0,0
28,Male,Masters,Married,Employed,0.8,68928.36,557,15455.89,0.224,3,1,1,0
30,Male,Bachelors,Single,Unemployed,0.0,47172.23,544,18876.39,0.4,4,2,1,0
58,Female,Bachelors,Single,Employed,3.9,41469.04,668,0.0,0.0,2,1,1,1
67,Female,Bachelors,Single,Self-Employed,10.7,80593.5,436,17525.73,0.217,0,0,1,1
52,Male,High School,Married,Retired,8.3,32492.79,595,18065.74,0.556,0,0,0,0
68,Male,Bachelors,Married,Employed,2.6,44962.02,560,4280.48,0.095,2,0,1,0
48,Female,Bachelors,Divorced,Employed,3.1,72194.46,655,2534.28,0.035,2,0,1,1
37,Female,High School,Single,Self-Employed,5.9,88703.55,664,11131.34,0.125,1,3,1,1
51,Male,High School,Married,Self-Employed,5.2,34082.52,673,4171.12,0.122,3,2,0,0
28,Female,High School,Married,Employed,4.6,65152.57,712,16987.59,0.261,2,3,0,0
60,Male,Bachelors,Married,Self-Employed,4.2,73358.69,764,10945.14,0.149,1,1,1,0
45,Male,Masters,Single,Self-Employed,12.9,88065.97,637,3473.73,0.039,4,1,1,0
29,Female,PhD,Married,Unemployed,0.0,93005.18,611,9754.04,0.105,0,1,1,0
22,Male,Bachelors,Single,Self-Employed,7.5,59459.98,731,8421.71,0.142,0,0,1,0
35,Male,Bachelors,Married,Employed,18.1,68046.7,509,0.0,0.0,1,2,1,1
23,Male,Masters,Married,Retired,1.8,61965.18,724,2077.74,0.034,4,5,1,0
69,Female,High School,Single,Employed,7.0,32885.37,654,4053.36,0.123,1,1,1,1
56,Female,Bachelors,Married,Employed,7.2,74175.95,702,10276.93,0.139,3,2,1,1
24,Male,Masters,Divorced,Employed,5.9,72751.16,694,11398.27,0.157,0,3,1,0
34,Male,High School,Single,Employed,6.2,86604.37,680,15239.28,0.176,4,0,1,1
61,Male,Masters,Single,Employed,1.6,69842.81,675,3771.92,0.054,0,0,1,1
61,Female,Masters,Married,Employed,7.8,53593.84,551,0.0,0.0,3,1,1,1
45,Male,High School,Married,Employed,0.0,72408.32,602,2917.86,0.04,2,0,1,0
30,Female,High School,Married,Self-Employed,15.0,35115.08,802,3763.65,0.107,1,0,0,1
41,Male,High School,Single,Employed,14.6,25734.16,698,3189.26,0.124,0,1,1,1
56,Male,Bachelors,Single,Employed,4.4,72750.56,756,7870.42,0.108,1,0,0,1
32,Male,Bachelors,Single,Employed,11.3,91649.89,639,12189.33,0.133,2,1,0,0
47,Male,Bachelors,Single,Employed,4.5,79746.96,672,5528.89,0.069,2,0,0,0
60,Female,High School,Divorced,Employed,6.0,38565.06,691,11006.58,0.285,5,0,1,0
22,Male,Masters,Single,Employed,2.6,82571.18,774,13820.31,0.167,3,1,1,0
33,Male,Bachelors,Single,Retired,10.1,39252.57,630,7936.73,0.202,3,1,0,0
52,Male,High School,Divorced,Unemployed,0.0,63217.1,699,1175.37,0.019,1,3,0,0
51,Male,Bachelors,Divorced,Unemployed,0.0,36253.88,707,6325.58,0.174,1,2,1,0
36,Male,Bachelors,Single,Employed,5.8,66979.96,742,14122.5,0.211,0,1,1,0
52,Male,Bachelors,Married,Employed,5.9,68384.97,641,11781.58,0.172,5,1,1,0
52,Male,High School,Married,Employed,0.0,26795.66,753,1596.1,0.06,2,2,1,0
54,Female,High School,Single,Self-Employed,6.3,46141.66,520,15064.7,0.326,1,1,0,0
31,Male,Masters,Married,Employed,0.3,76467.97,561,6016.37,0.079,1,0,0,0
30,Male,PhD,Divorced,Employed,6.3,122536.75,729,1563.66,0.013,5,1,1,1
35,Female,Bachelors,Married,Employed,15.7,68902.8,700,7808.56,0.113,2,1,1,1
37,Male,Bachelors,Married,Employed,0.0,57433.55,632,0.0,0.0,3,0,0,0
60,Male,Bachelors,Married,Retired,5.3,42097.63,606,11901.32,0.283,1,1,0,0
38,Male,Bachelors,Married,Self-Employed,2.8,63660.81,618,14867.87,0.234,3,0,1,0
29,Male,Bachelors,Married,Unemployed,0.0,44221.73,566,1992.33,0.045,6,2,0,0
